,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,fullt_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
391,1021,Ps/Is 384 Frances E Carter,Public,242 Cooper St,Brooklyn,11207,Kings County,New York City Geographic District #32,No,No,Yes,504,40.0,12.5,85.3,3 (0.6%),60 (11.9%),436 (86.5%),1 (0.2%),,75th Percentile,0,0,1,0,True,0,1
392,1024,Emerson School (The),Public,108-35 167th St,Jamaica,11433,Queens County,New York City Geographic District #28,No,No,Yes,353,30.0,11.7,81.0,6 (1.7%),156 (44.2%),86 (24.4%),52 (14.7%),,75th Percentile,0,0,1,0,True,0,1
393,1026,Is 61 William A Morris,Public,445 Castleton Ave,Staten Island,10301,Richmond County,New York City Geographic District #31,No,No,Yes,959,73.0,13.1,78.2,136 (14.2%),324 (33.8%),451 (47.0%),30 (3.1%),,75th Percentile,0,0,1,0,True,0,1
394,1027,Spring Creek Community School,Public,1065 Elton St,Brooklyn,11239,Kings County,New York City Geographic District #19,No,No,Yes,524,46.0,11.3,81.7,9 (1.7%),379 (72.3%),114 (21.8%),5 (1.0%),,75th Percentile,0,0,1,0,True,0,1
395,1029,New Heights Academy Charter School,"Public, Charter",1818 Amsterdam Ave,New York,10031,New York County,New Heights Academy Charter School,Yes,No,Yes,784,49.0,15.9,92.5,3 (0.4%),50 (6.4%),729 (93.0%),1 (0.1%),,75th Percentile,0,0,1,0,True,0,1
396,1031,Ps 279 Capt Manuel Rivera Junior,Public,2100 Walton Ave,Bronx,10453,Bronx County,New York City Geographic District #10,No,No,Yes,1040,78.0,13.3,94.8,3 (0.3%),168 (16.2%),828 (79.6%),31 (3.0%),,75th Percentile,0,0,1,0,True,0,1
397,1034,Is 77,Public,976 Seneca Ave,Ridgewood,11385,Queens County,New York City Geographic District #24,No,No,Yes,934,70.0,13.4,89.7,85 (9.1%),19 (2.0%),740 (79.2%),85 (9.1%),,75th Percentile,0,0,1,0,True,0,1
398,1036,Is 211 John Wilson,Public,1001 E 100th St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,432,33.0,13.0,80.6,16 (3.7%),356 (82.4%),44 (10.2%),5 (1.2%),,75th Percentile,0,0,1,0,True,0,1
399,1038,Bronx School Of Young Leaders (The),Public,40 W Tremont St,Bronx,10453,Bronx County,New York City Geographic District #10,No,No,Yes,437,33.0,13.2,84.9,1 (0.2%),115 (26.3%),314 (71.9%),4 (0.9%),,75th Percentile,0,0,1,0,True,0,1
400,1043,City Knoll Middle School,Public,440w 53rd St,New York,10019,New York County,New York City Geographic District # 2,No,No,Yes,180,19.0,9.4,82.2,10 (5.6%),47 (26.1%),102 (56.7%),14 (7.8%),,75th Percentile,0,0,1,0,True,0,1
401,1045,Ps 181,Public,1023 New York Ave,Brooklyn,11203,Kings County,New York City Geographic District #17,No,No,Yes,645,38.0,16.9,75.8,15 (2.3%),539 (83.6%),68 (10.5%),8 (1.2%),,75th Percentile,0,0,1,0,True,0,1
402,1048,Village Academy,Public,10-45 Nameoke St,Far Rockaway,11691,Queens County,New York City Geographic District #27,No,No,Yes,376,33.0,11.3,81.1,6 (1.6%),213 (56.6%),148 (39.4%),4 (1.1%),,75th Percentile,0,0,1,0,True,0,1
403,1049,Emolior Academy,Public,1970 W Farms Rd,Bronx,10460,Bronx County,New York City Geographic District #12,No,No,Yes,327,23.0,14.2,89.6,14 (4.3%),77 (23.5%),212 (64.8%),12 (3.7%),,75th Percentile,0,0,1,0,True,0,1
404,1052,Is 238 Susan B Anthony Academy,Public,88-15 182nd St,Hollis,11423,Queens County,New York City Geographic District #29,No,No,Yes,1298,83.0,15.6,83.0,26 (2.0%),466 (35.9%),360 (27.7%),374 (28.8%),,75th Percentile,0,0,1,0,True,0,1
405,1057,Ps/Is 155 Nicholas Herkimer,Public,1355 Herkimer St,Brooklyn,11233,Kings County,New York City Geographic District #23,No,No,Yes,444,34.0,13.0,96.6,8 (1.8%),217 (48.9%),203 (45.7%),9 (2.0%),,75th Percentile,0,0,1,0,True,0,1
406,1058,Launch Expeditionary Learning Charter School,"Public, Charter",1580 Dean St-3rd Fl,Brooklyn,11213,Kings County,Launch Expeditionary Learning Charter School,Yes,No,Yes,310,38.0,8.1,84.5,3 (1.0%),246 (79.4%),49 (15.8%),1 (0.3%),,75th Percentile,0,0,1,0,True,0,1
407,1059,Bronx Green Middle School,Public,2441 Wallace Ave,Bronx,10467,Bronx County,New York City Geographic District #11,No,No,Yes,404,25.0,16.1,91.6,61 (15.1%),73 (18.1%),238 (58.9%),20 (5.0%),,75th Percentile,0,0,1,0,True,0,1
408,1060,Ps/Middle School 138 Sunrise,Public,251-11 Weller Ave,Rosedale,11422,Queens County,New York City Geographic District #29,No,No,Yes,727,49.0,14.8,75.7,23 (3.2%),567 (78.0%),91 (12.5%),19 (2.6%),,75th Percentile,0,0,1,0,True,0,1
409,1061,Ps 188 Island School (The),Public,442 E Houston St,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,405,34.0,11.9,93.8,15 (3.7%),133 (32.8%),248 (61.2%),2 (0.5%),,75th Percentile,0,0,1,0,True,0,1
410,1063,John Ericsson Middle School 126,Public,424 Leonard St,Brooklyn,11222,Kings County,New York City Geographic District #14,No,No,Yes,370,30.0,12.3,86.2,35 (9.5%),80 (21.6%),253 (68.4%),2 (0.5%),,75th Percentile,0,0,1,0,True,0,1
411,1064,Summit Academy Charter School,"Public, Charter",27 Huntington St,Brooklyn,11231,Kings County,Summit Academy Charter School,Yes,No,Yes,326,34.0,9.5,68.1,6 (1.8%),147 (45.1%),164 (50.3%),1 (0.3%),,75th Percentile,0,0,1,0,False,1,0
412,1069,Soundview Academy For Culture And Scholarship,Public,885 Bolton Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,392,28.0,14.0,80.6,5 (1.3%),118 (30.1%),257 (65.6%),9 (2.3%),,Bottom 25th Percentile,0,0,0,1,True,0,1
413,1070,Middle School 390,Public,1930 Andrews Ave,Bronx,10453,Bronx County,New York City Geographic District #10,No,No,Yes,536,40.0,13.3,95.1,2 (0.4%),69 (12.9%),458 (85.4%),2 (0.4%),,Bottom 25th Percentile,0,0,0,1,True,0,1
414,1077,Middle School 302 Luisa Dessus Cruz,Public,681 Kelly St,Bronx,10455,Bronx County,New York City Geographic District # 8,No,No,Yes,473,42.0,11.2,96.8,7 (1.5%),98 (20.7%),361 (76.3%),2 (0.4%),,Bottom 25th Percentile,0,0,0,1,True,0,1
415,1079,Ps/Middle School 147 Ronald McNair,Public,218-01 116th Ave,Cambria Heights,11411,Queens County,New York City Geographic District #29,No,No,Yes,551,42.0,13.1,68.8,4 (0.7%),484 (87.8%),46 (8.3%),10 (1.8%),,Bottom 25th Percentile,0,0,0,1,False,1,0
416,1082,Ps/Middle School 20 PO George J Werdan III,Public,3050 Webster Ave,Bronx,10458,Bronx County,New York City Geographic District #10,No,No,Yes,986,73.0,13.4,96.0,50 (5.1%),111 (11.3%),727 (73.7%),48 (4.9%),,Bottom 25th Percentile,0,0,0,1,True,0,1
417,1086,Antonia Pantoja Preparatory Academy - A College Board School,Public,1980 Lafayette Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,436,39.0,11.2,83.5,6 (1.4%),71 (16.3%),328 (75.2%),20 (4.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
418,1089,Ps 76 A Phillip Randolph,Public,220 W 121st St,New York,10027,New York County,New York City Geographic District # 3,No,No,Yes,443,32.0,13.8,95.3,14 (3.2%),322 (72.7%),103 (23.3%),1 (0.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
419,1090,Renaissance School Of The Arts,Public,319 E 117th St,New York,10035,New York County,New York City Geographic District # 4,No,No,Yes,170,17.0,10.0,94.1,2 (1.2%),68 (40.0%),94 (55.3%),1 (0.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
420,1092,Lexington Academy (The),Public,131 E 104th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,644,59.0,10.9,87.4,15 (2.3%),104 (16.1%),504 (78.3%),14 (2.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
421,1095,Academy For Young Writers,Public,1065 Elton St,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,552,46.0,11.9,84.8,6 (1.1%),380 (68.8%),152 (27.5%),6 (1.1%),,Bottom 25th Percentile,0,0,0,1,True,0,1
422,1099,Juan Morel Campos Secondary School,Public,215 Heyward St,Brooklyn,11206,Kings County,New York City Geographic District #14,No,No,Yes,508,52.0,9.7,85.2,31 (6.1%),100 (19.7%),368 (72.4%),5 (1.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
423,1101,James Weldon Johnson School,Public,176 E 115th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,814,67.0,12.1,87.5,12 (1.5%),197 (24.2%),555 (68.2%),31 (3.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
424,1102,Junior High School 123 James M Kiernan,"Public, Magnet",1025 Morrison Ave,Bronx,10472,Bronx County,New York City Geographic District # 8,No,Yes,Yes,419,35.0,11.9,85.9,4 (1.0%),84 (20.0%),311 (74.2%),11 (2.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
425,1103,Ps 66,Public,845 E 96th St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,799,53.0,15.0,67.6,28 (3.5%),680 (85.1%),69 (8.6%),7 (0.9%),,Bottom 25th Percentile,0,0,0,1,False,1,0
426,1106,Theatre Arts Production Company School,Public,2225 Webster Ave,Bronx,10457,Bronx County,New York City Geographic District #10,No,No,Yes,549,47.0,11.6,79.4,9 (1.6%),133 (24.2%),390 (71.0%),12 (2.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
427,1108,Ps 5 Port Morris,Public,564 Jackson Ave,Bronx,10455,Bronx County,New York City Geographic District # 7,No,No,Yes,729,58.0,12.5,96.0,18 (2.5%),199 (27.3%),503 (69.0%),3 (0.4%),,Bottom 25th Percentile,0,0,0,1,True,0,1
428,1110,Is 61 Leonardo Da Vinci,Public,98-50 50th Ave,Corona,11368,Queens County,New York City Geographic District #24,No,No,Yes,2235,149.0,15.0,92.8,44 (2.0%),56 (2.5%),"1,994 (89.2%)",129 (5.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
429,1113,Junior High School 80 Mosholu Parkway (The),Public,149 E Mosholu Pkwy North,Bronx,10467,Bronx County,New York City Geographic District #10,No,No,Yes,657,48.0,13.6,88.1,23 (3.5%),90 (13.7%),464 (70.6%),70 (10.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
430,1115,Ps 140 Nathan Straus,Public,123 Ridge St,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,386,30.0,12.6,83.9,8 (2.1%),51 (13.2%),308 (79.8%),18 (4.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
431,1116,Eagle Academy For Young Men Of Staten Island (The),"Public, Alternative",101 Warren St,Staten Island,10304,Richmond County,New York City Geographic District #31,No,No,Yes,274,29.0,9.4,79.2,23 (8.4%),130 (47.4%),102 (37.2%),13 (4.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
432,1117,Ps 238 Anne Sullivan,Public,1633 E 8th St,Brooklyn,11223,Kings County,New York City Geographic District #21,No,No,Yes,613,48.0,12.7,85.6,146 (23.8%),25 (4.1%),298 (48.6%),136 (22.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
433,1119,Ps 178 Saint Clair McKelway,Public,2163 Dean St,Brooklyn,11233,Kings County,New York City Geographic District #23,No,No,Yes,342,25.0,13.6,84.5,12 (3.5%),263 (76.9%),49 (14.3%),6 (1.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
434,1120,Ebbets Field Middle School,Public,46 McKeever Pl,Brooklyn,11225,Kings County,New York City Geographic District #17,No,No,Yes,135,16.0,8.4,93.3,11 (8.1%),89 (65.9%),26 (19.3%),4 (3.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
435,1125,Ps 7 Samuel Stern,Public,160 E 120th St,New York,10035,New York County,New York City Geographic District # 4,No,No,Yes,412,38.0,10.8,92.0,10 (2.4%),121 (29.4%),255 (61.9%),14 (3.4%),,Bottom 25th Percentile,0,0,0,1,True,0,1
436,1133,Middle School 246 Walt Whitman,Public,72 Veronica Pl,Brooklyn,11226,Kings County,New York City Geographic District #17,No,No,Yes,409,33.0,12.3,85.3,13 (3.2%),292 (71.4%),89 (21.8%),8 (2.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
437,1137,Evergreen Middle School For Urban Exploration,Public,125 Covert St,Brooklyn,11207,Kings County,New York City Geographic District #32,No,No,Yes,362,35.0,10.3,93.9,7 (1.9%),81 (22.4%),271 (74.9%),3 (0.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
438,1139,Ps 149 Sojourner Truth,Public,41 W 117th St,New York,10026,New York County,New York City Geographic District # 3,No,No,Yes,240,19.0,12.6,98.3,11 (4.6%),141 (58.8%),74 (30.8%),9 (3.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
439,1140,Riverside School For Makers And Artists (The),Public,300 W 61st St,New York,10023,New York County,New York City Geographic District # 3,No,No,Yes,562,55.0,10.2,67.8,96 (17.1%),175 (31.1%),240 (42.7%),39 (6.9%),,Bottom 25th Percentile,0,0,0,1,False,1,0
440,1141,Highland Park Community School,Public,528 Ridgewood Ave,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,347,24.0,14.4,90.5,5 (1.4%),51 (14.7%),268 (77.2%),7 (2.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
441,1142,Equality Charter School,"Public, Charter",4140 Hutchinson River Pkwy E,Bronx,10475,Bronx County,Equality Charter School,Yes,No,Yes,621,62.0,10.0,77.5,11 (1.8%),382 (61.5%),214 (34.5%),7 (1.1%),,Bottom 25th Percentile,0,0,0,1,True,0,1
442,1143,Ps 108 Assemblyman Angelo Del Toro Educational Complex,Public,1615 Madison Ave,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,467,44.0,10.6,86.3,17 (3.6%),154 (33.0%),272 (58.2%),14 (3.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
443,1146,Ps 183 Dr Richard R Green,Public,2-45 Beach 79th St,Rockaway Beach,11693,Queens County,New York City Geographic District #27,No,No,Yes,484,50.0,9.6,90.7,28 (5.8%),287 (59.3%),131 (27.1%),20 (4.1%),,Bottom 25th Percentile,0,0,0,1,True,0,1
444,1148,Middle School 319 Marie Teresa,Public,21 Jumel Pl,New York,10032,New York County,New York City Geographic District # 6,No,No,Yes,387,27.0,14.3,95.3,3 (0.8%),12 (3.1%),371 (95.9%),1 (0.3%),,Bottom 25th Percentile,0,0,0,1,True,0,1
445,1149,Corona Arts And Sciences Academy,Public,98-11 44th Ave,Corona,11368,Queens County,New York City Geographic District #24,No,No,Yes,756,62.0,12.1,96.6,2 (0.3%),14 (1.9%),728 (96.3%),8 (1.1%),,Bottom 25th Percentile,0,0,0,1,True,0,1
446,1150,Is 192 Linden (The),Public,109-89 204th St,Saint Albans,11412,Queens County,New York City Geographic District #29,No,No,Yes,492,31.0,15.8,68.7,2 (0.4%),383 (77.8%),51 (10.4%),15 (3.0%),,Bottom 25th Percentile,0,0,0,1,False,1,0
447,1151,Ps 211,Public,1919 Prospect Ave,Bronx,10457,Bronx County,New York City Geographic District #12,No,No,Yes,573,45.0,12.7,91.3,4 (0.7%),75 (13.1%),488 (85.2%),1 (0.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
448,1152,Ps/Middle School 31 William Lloyd Garrison (The),Public,250 E 156th St,Bronx,10451,Bronx County,New York City Geographic District # 7,No,No,Yes,712,52.0,13.7,88.8,24 (3.4%),189 (26.5%),469 (65.9%),22 (3.1%),,Bottom 25th Percentile,0,0,0,1,True,0,1
449,1153,Great Oaks Charter School,"Public, Magnet, Charter",38 Delancey St-3rd Fl,New York,10002,New York County,Great Oaks Charter School,Yes,Yes,Yes,263,20.0,13.1,71.5,7 (2.7%),82 (31.2%),157 (59.7%),14 (5.3%),,Bottom 25th Percentile,0,0,0,1,False,1,0
450,1154,East Bronx Academy For The Future,Public,1716 Southern Blvd,Bronx,10460,Bronx County,New York City Geographic District #12,No,No,Yes,669,46.0,14.5,94.2,8 (1.2%),170 (25.4%),462 (69.1%),10 (1.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
451,1155,Mott Hall V,Public,1551 E 172nd St,Bronx,10472,Bronx County,New York City Geographic District #12,No,No,Yes,664,56.0,11.8,88.1,6 (0.9%),106 (16.0%),523 (78.8%),13 (2.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
452,1157,Junior High School 131 Albert Einstein,Public,885 Bolton Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,477,36.0,13.2,82.8,3 (0.6%),158 (33.1%),295 (61.8%),13 (2.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
453,1160,Middle School 322,Public,4600 Broadway,New York,10040,New York County,New York City Geographic District # 6,No,No,Yes,388,39.0,9.9,94.8,5 (1.3%),16 (4.1%),363 (93.6%),3 (0.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
454,1161,Community Voices Middle School,Public,145-00 Springfield Blvd,Springfield Gardens,11413,Queens County,New York City Geographic District #29,No,No,Yes,342,25.0,13.6,73.1,4 (1.2%),281 (82.2%),39 (11.4%),6 (1.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
455,1162,Academy Of Medical Technology - A College Board School,Public,8-21 Bay 25th St,Far Rockaway,11691,Queens County,New York City Geographic District #27,No,No,Yes,621,46.0,13.5,82.1,25 (4.0%),259 (41.7%),283 (45.6%),34 (5.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
456,1164,Thurgood Marshall Academy For Learning & Social Change,Public,200-214 W 135th St,New York,10030,New York County,New York City Geographic District # 5,No,No,Yes,561,40.0,14.0,71.7,9 (1.6%),381 (67.9%),151 (26.9%),8 (1.4%),,Bottom 25th Percentile,0,0,0,1,False,1,0
457,1169,Middle School 113 Ronald Edmonds Learning Center,Public,300 Adelphi St,Brooklyn,11205,Kings County,New York City Geographic District #13,No,No,Yes,350,29.0,12.0,87.7,6 (1.7%),224 (64.0%),91 (26.0%),13 (3.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
458,1170,Ps 129 John H Finley,Public,425 W 130th St,New York,10027,New York County,New York City Geographic District # 5,No,No,Yes,414,39.0,10.6,90.1,8 (1.9%),205 (49.5%),181 (43.7%),8 (1.9%),,Bottom 25th Percentile,0,0,0,1,True,0,1
459,1171,Is 206 Ann Mersereau,Public,2280 Aqueduct Ave,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,Yes,228,16.0,14.2,92.5,2 (0.9%),28 (12.3%),191 (83.8%),2 (0.9%),,Bottom 25th Percentile,0,0,0,1,True,0,1
460,1172,University Neighborhood Middle School,Public,220 Henry St,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,207,26.0,7.9,84.1,17 (8.2%),41 (19.8%),129 (62.3%),18 (8.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
461,1173,Riverdale Avenue Middle School,Public,76 Riverdale Ave,Brooklyn,11212,Kings County,New York City Geographic District #23,No,No,Yes,132,11.0,12.0,98.5,1 (0.8%),94 (71.2%),26 (19.7%),4 (3.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
462,1174,Capital Preparatory (Cp) Harlem Charter School,"Public, Charter",1 E 104th St,New York,10029,New York County,Capital Preparatory (Cp) Harlem Charter School,Yes,No,Yes,338,10.0,33.8,61.2,1 (0.3%),253 (74.9%),79 (23.4%),0 (0.0%),,Bottom 25th Percentile,0,0,0,1,False,1,0
463,1175,Is 171 Abraham Lincoln,Public,528 Ridgewood Ave,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,414,31.0,13.2,94.0,4 (1.0%),35 (8.5%),331 (80.0%),33 (8.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
464,1176,Central Park East II,Public,433 E 100th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,479,40.0,11.9,50.1,70 (14.6%),146 (30.5%),200 (41.8%),25 (5.2%),,Bottom 25th Percentile,0,0,0,1,False,1,0
465,1179,Ps 206 Jose Celso Barbosa,Public,508 E 120th St,New York,10035,New York County,New York City Geographic District # 4,No,No,Yes,476,81.0,5.8,79.6,20 (4.2%),116 (24.4%),321 (67.4%),9 (1.9%),,Bottom 25th Percentile,0,0,0,1,True,0,1
466,1180,Is 68 Isaac Bildersee,Public,956 E 82nd St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,289,24.0,12.0,80.6,21 (7.3%),224 (77.5%),28 (9.7%),10 (3.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
467,1182,Bronx Mathematics Preparatory School (The),Public,456 White Plains Rd,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,230,26.0,8.8,97.4,2 (0.9%),83 (36.1%),131 (57.0%),8 (3.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
468,1184,Bronx Studio School For Writers And Artists,Public,928 Simpson St,Bronx,10459,Bronx County,New York City Geographic District # 8,No,No,Yes,628,52.0,12.0,83.9,10 (1.6%),125 (19.9%),487 (77.5%),4 (0.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
469,1186,South Bronx Early College Academy Charter School,"Public, Charter",766 Westchester Ave,Bronx,10455,Bronx County,South Bronx Early College Academy Charter School,Yes,No,Yes,334,18.0,18.5,85.6,2 (0.6%),106 (31.7%),225 (67.4%),1 (0.3%),,Bottom 25th Percentile,0,0,0,1,True,0,1
470,1188,Urban Assembly School For Applied Math And Science (The),Public,1595 Bathgate Ave,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,601,54.0,11.1,94.2,2 (0.3%),179 (29.8%),411 (68.4%),2 (0.3%),,Bottom 25th Percentile,0,0,0,1,True,0,1
471,1193,Brooklyn Collaborative Studies,Public,610 Henry St,Brooklyn,11231,Kings County,New York City Geographic District #15,No,No,Yes,688,59.0,11.5,65.3,104 (15.1%),240 (34.9%),308 (44.8%),17 (2.5%),,Bottom 25th Percentile,0,0,0,1,False,1,0
472,1194,West Bronx Academy For The Future,Public,500 E Fordham Rd,Bronx,10458,Bronx County,New York City Geographic District #10,No,No,Yes,613,47.0,12.9,94.3,7 (1.1%),109 (17.8%),481 (78.5%),10 (1.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
473,1195,Is 136 Charles O Dewey,Public,4004 4th Ave,Brooklyn,11232,Kings County,New York City Geographic District #15,No,No,Yes,513,45.0,11.4,93.0,27 (5.3%),12 (2.3%),424 (82.7%),44 (8.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
474,1196,Brooklyn Environmental Exploration School (Bees),Public,251 Macdougal St,Brooklyn,11233,Kings County,New York City Geographic District #23,No,No,Yes,99,12.0,8.2,91.9,1 (1.0%),72 (72.7%),24 (24.2%),1 (1.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
475,1197,Mott Hall Community School,Public,650 Hollywood Ave,Bronx,10465,Bronx County,New York City Geographic District # 8,No,No,Yes,339,25.0,13.5,85.8,25 (7.4%),59 (17.4%),244 (72.0%),9 (2.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
476,1198,Ps/Is 157 Benjamin Franklin Heath And Science Academy (The),"Public, Magnet",850 Kent Ave,Brooklyn,11205,Kings County,New York City Geographic District #14,No,Yes,Yes,414,34.0,12.1,82.9,8 (1.9%),76 (18.4%),327 (79.0%),1 (0.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
477,1202,Madiba Prep Middle School,Public,1014 Lafayette Ave,Brooklyn,11221,Kings County,New York City Geographic District #16,No,No,Yes,175,17.0,10.2,91.4,3 (1.7%),124 (70.9%),42 (24.0%),3 (1.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
478,1205,Whitelaw Reid Academy Of Arts And Business,Public,125 Stuyvesant Ave,Brooklyn,11221,Kings County,New York City Geographic District #16,No,No,Yes,161,13.0,12.7,94.4,4 (2.5%),101 (62.7%),50 (31.1%),1 (0.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
479,1206,Bronx Early College Academy For Teaching And Learning,Public,250 E 164th St,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,514,33.0,15.5,87.5,8 (1.6%),145 (28.2%),342 (66.5%),13 (2.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
480,1210,South Bronx Academy For Applied Media,Public,778 Forest Ave,Bronx,10456,Bronx County,New York City Geographic District # 7,No,No,Yes,226,24.0,9.4,88.9,0 (0.0%),71 (31.4%),146 (64.6%),1 (0.4%),,Bottom 25th Percentile,0,0,0,1,True,0,1
481,1211,Bronx Writing Academy,Public,270 E 167th St,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,399,40.0,9.9,92.5,6 (1.5%),126 (31.6%),257 (64.4%),2 (0.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
482,1213,Baychester Middle School,Public,3750 Baychester Ave,Bronx,10466,Bronx County,New York City Geographic District #11,No,No,Yes,279,23.0,12.1,84.9,3 (1.1%),172 (61.6%),88 (31.5%),5 (1.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
483,1217,Is 232,Public,1700 Macombs Rd,Bronx,10453,Bronx County,New York City Geographic District # 9,No,No,Yes,505,37.0,13.6,96.6,5 (1.0%),112 (22.2%),387 (76.6%),0 (0.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
