,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,full_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
95,184,Ps 5 Huguenot,Public,348 Deisius St,Staten Island,10312,Richmond County,New York City Geographic District #31,No,No,No,313,23.0,13.6,21.7,276 (88.2%),0 (0.0%),23 (7.3%),11 (3.5%),"$19,125 ",Top 25th Percentile,1,0,0,0,False,1,0
96,185,Ps 195 Manhattan Beach,Public,131 Irwin St,Brooklyn,11235,Kings County,New York City Geographic District #22,No,No,No,486,27.0,17.9,29.6,452 (93.0%),6 (1.2%),9 (1.9%),12 (2.5%),"$12,026 ",Top 25th Percentile,1,0,0,0,False,1,0
97,186,Achievement First-Bushwick Charter School,"Public, Charter",1300 Greene Ave,Brooklyn,11237,Kings County,Achievement First-Bushwick Charter School,Yes,No,Yes,914,85.0,10.7,85.1,14 (1.5%),240 (26.3%),645 (70.6%),9 (1.0%),"$19,390 ",Top 25th Percentile,1,0,0,0,True,0,1
98,189,Icahn Charter School 1,"Public, Charter",1525 Brook Ave,Bronx,10457,Bronx County,Icahn Charter School 1,Yes,No,Yes,332,28.0,11.8,99.1,0 (0.0%),167 (50.3%),161 (48.5%),3 (0.9%),"$18,641 ",Top 25th Percentile,1,0,0,0,True,0,1
99,190,Ps 101 Verrazano (The),Public,8696 24th Ave,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,872,64.0,13.6,60.9,257 (29.5%),11 (1.3%),142 (16.3%),453 (51.9%),"$16,934 ",Top 25th Percentile,1,0,0,0,False,1,0
100,191,Ps 452,Public,210 W 61st St,New York,10023,New York County,New York City Geographic District # 3,No,No,No,378,28.0,13.4,30.7,209 (55.3%),50 (13.2%),59 (15.6%),48 (12.7%),"$14,780 ",Top 25th Percentile,1,0,0,0,False,1,0
101,192,Ps 184 Flushing Manor,Public,163-15 21st Rd,Whitestone,11357,Queens County,New York City Geographic District #25,No,No,No,521,34.0,15.3,47.2,204 (39.2%),1 (0.2%),72 (13.8%),234 (44.9%),"$14,620 ",Top 25th Percentile,1,0,0,0,False,1,0
102,193,Queens College School For Math Science & Technology (The),Public,148-20 Reeves Ave,Flushing,11367,Queens County,New York City Geographic District #25,No,No,No,516,29.0,17.7,45.3,37 (7.2%),102 (19.8%),76 (14.7%),272 (52.7%),"$11,311 ",Top 25th Percentile,1,0,0,0,False,1,0
103,194,Ps 18 Winchester,Public,86-35 235th Ct,Queens Village,11427,Queens County,New York City Geographic District #26,No,No,No,583,40.0,14.5,58.1,51 (8.7%),77 (13.2%),85 (14.6%),356 (61.1%),"$12,400 ",Top 25th Percentile,1,0,0,0,False,1,0
104,201,Ps 254 Dag Hammarskjold,Public,1801 Ave Y,Brooklyn,11235,Kings County,New York City Geographic District #22,No,No,No,766,48.0,15.9,56.3,466 (60.8%),6 (0.8%),64 (8.4%),225 (29.4%),"$13,499 ",Top 25th Percentile,1,0,0,0,False,1,0
105,202,Ps 247,Public,7000 21st Ave,Brooklyn,11204,Kings County,New York City Geographic District #20,No,No,Yes,868,59.0,14.7,63.0,303 (34.9%),4 (0.5%),105 (12.1%),451 (52.0%),"$15,355 ",Top 25th Percentile,1,0,0,0,False,1,0
106,206,Maurice Sendak Community School (The),Public,211 8th St,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,No,346,17.0,20.3,17.3,203 (58.7%),35 (10.1%),44 (12.7%),33 (9.5%),"$11,722 ",Top 25th Percentile,1,0,0,0,False,1,0
107,207,Muscota,Public,4862 Broadway,New York,10034,New York County,New York City Geographic District # 6,No,No,No,293,20.0,14.6,34.8,121 (41.3%),9 (3.1%),132 (45.1%),11 (3.8%),"$16,995 ",Top 25th Percentile,1,0,0,0,False,1,0
108,208,Ps 11 William T Harris,Public,320 W 21st St,New York,10011,New York County,New York City Geographic District # 2,No,No,No,879,51.0,17.2,30.8,406 (46.2%),52 (5.9%),209 (23.8%),136 (15.5%),"$12,744 ",Top 25th Percentile,1,0,0,0,False,1,0
109,209,Peck Slip School (The),Public,1 Peck Slip,New York,10038,New York County,New York City Geographic District # 2,No,No,No,470,35.0,13.4,13.0,251 (53.4%),20 (4.3%),59 (12.6%),74 (15.7%),"$13,667 ",Top 25th Percentile,1,0,0,0,False,1,0
110,212,Ps/Middle School 114 Belle Harbor,Public,134-01 Cronston Ave,Rockaway Park,11694,Queens County,New York City Geographic District #27,No,No,No,679,47.0,14.4,25.6,576 (84.8%),9 (1.3%),74 (10.9%),9 (1.3%),"$14,943 ",Top 25th Percentile,1,0,0,0,False,1,0
111,213,Ps 212 Midtown West,Public,328 W 48th St,New York,10036,New York County,New York City Geographic District # 2,No,No,No,362,22.0,16.4,20.4,167 (46.1%),25 (6.9%),85 (23.5%),60 (16.6%),"$11,208 ",Top 25th Percentile,1,0,0,0,False,1,0
112,215,Achievement First East New York Charter School,"Public, Charter, Alternative",557 Pennsylvania Ave,Brooklyn,11207,Kings County,Achievement First East New York Charter School,Yes,No,Yes,0,64.0,0.0,,,,,,"$17,746 ",Top 25th Percentile,1,0,0,0,False,1,0
113,220,Icahn Charter School 4,"Public, Charter",1500 Pelham Pkwy South,Bronx,10461,Bronx County,Icahn Charter School 4,Yes,No,Yes,317,29.0,10.9,74.4,8 (2.5%),197 (62.1%),93 (29.3%),10 (3.2%),"$17,765 ",Top 25th Percentile,1,0,0,0,True,0,1
114,223,Washington Heights Academy,Public,202 Sherman Ave,New York,10034,New York County,New York City Geographic District # 6,No,No,Yes,592,35.0,16.9,86.0,12 (2.0%),12 (2.0%),554 (93.6%),10 (1.7%),"$14,534 ",Top 25th Percentile,1,0,0,0,True,0,1
115,224,Ps 221 North Hills School (The),Public,57-40 Marathon Pkwy,Little Neck,11362,Queens County,New York City Geographic District #26,No,No,No,633,37.0,17.1,37.3,111 (17.5%),16 (2.5%),94 (14.8%),401 (63.3%),"$13,550 ",Top 25th Percentile,1,0,0,0,False,1,0
116,226,Achievement First North Brooklyn Preparatory Charter School,"Public, Charter",200 Woodbine St,Brooklyn,11221,Kings County,Achievement First North Brooklyn Preparatory Charter School,Yes,No,Yes,533,57.0,9.3,87.6,12 (2.3%),95 (17.8%),418 (78.4%),5 (0.9%),"$16,691 ",Top 25th Percentile,1,0,0,0,True,0,1
117,230,Ps 191 Mayflower,Public,85-15 258th St,Floral Park,11001,Queens County,New York City Geographic District #26,No,No,No,382,23.0,16.6,64.9,27 (7.1%),13 (3.4%),53 (13.9%),278 (72.8%),"$14,425 ",Top 25th Percentile,1,0,0,0,False,1,0
118,235,Ps 3 Margaret Gioiosa School (The),Public,80 S Goff Ave,Staten Island,10309,Richmond County,New York City Geographic District #31,No,No,No,742,49.0,15.1,32.7,571 (77.0%),2 (0.3%),106 (14.3%),54 (7.3%),"$18,336 ",Top 25th Percentile,1,0,0,0,False,1,0
119,236,Ps 222 Katherine R Snyder,Public,3301 Quentin Rd,Brooklyn,11234,Kings County,New York City Geographic District #22,No,No,No,882,75.0,11.7,51.6,390 (44.2%),121 (13.7%),159 (18.0%),180 (20.4%),"$20,019 ",Top 25th Percentile,1,0,0,0,False,1,0
120,237,Ps 229 Dyker,Public,1400 Benson Ave,Brooklyn,11228,Kings County,New York City Geographic District #20,No,No,No,1242,71.0,17.4,56.8,300 (24.2%),24 (1.9%),154 (12.4%),744 (59.9%),"$12,082 ",Top 25th Percentile,1,0,0,0,False,1,0
121,238,Concourse Village Elementary School,Public,750 Concourse Village W,Bronx,10451,Bronx County,New York City Geographic District # 7,No,No,Yes,344,27.0,12.7,85.8,6 (1.7%),114 (33.1%),217 (63.1%),4 (1.2%),"$17,159 ",Top 25th Percentile,1,0,0,0,True,0,1
122,241,Hellenic Classical Charter School,"Public, Charter",646 5th Ave,Brooklyn,11215,Kings County,Hellenic Classical Charter School,Yes,No,Yes,477,36.0,13.2,54.3,153 (32.1%),68 (14.3%),218 (45.7%),15 (3.1%),"$18,826 ",Top 25th Percentile,1,0,0,0,False,1,0
123,242,Ps 79 Francis Lewis,Public,147-27 15th Dr,Whitestone,11357,Queens County,New York City Geographic District #25,No,No,No,1084,63.0,17.1,49.9,264 (24.4%),5 (0.5%),214 (19.7%),586 (54.1%),"$11,480 ",Top 25th Percentile,1,0,0,0,False,1,0
124,245,Ps 128 Lorraine Tuzzo-Juniper Valley,Public,69-10 65th Dr,Middle Village,11379,Queens County,New York City Geographic District #24,No,No,No,953,60.0,15.8,26.9,714 (74.9%),6 (0.6%),188 (19.7%),39 (4.1%),"$11,761 ",Top 25th Percentile,1,0,0,0,False,1,0
125,246,Ps 31 Samuel F Dupont,Public,75 Meserole Ave,Brooklyn,11222,Kings County,New York City Geographic District #14,No,No,Yes,618,40.0,15.4,72.0,270 (43.7%),31 (5.0%),252 (40.8%),52 (8.4%),"$14,054 ",Top 25th Percentile,1,0,0,0,False,1,0
126,247,Academy Of Arts And Letters,Public,225 Adelphi St,Brooklyn,11205,Kings County,New York City Geographic District #13,No,No,No,526,36.0,14.6,22.4,207 (39.4%),157 (29.8%),81 (15.4%),25 (4.8%),"$13,230 ",Top 25th Percentile,1,0,0,0,False,1,0
127,248,Ps 110 Florence Nightingale,Public,285 Delancey St,New York,10002,New York County,New York City Geographic District # 1,No,No,No,374,23.0,16.2,56.4,96 (25.7%),37 (9.9%),172 (46.0%),55 (14.7%),"$13,728 ",Top 25th Percentile,1,0,0,0,False,1,0
128,251,Ps/Is 217 Roosevelt Island,Public,645 Main St,Roosevelt Island,10044,New York County,New York City Geographic District # 2,No,No,No,615,39.0,15.7,33.5,220 (35.8%),83 (13.5%),91 (14.8%),157 (25.5%),"$13,356 ",Top 25th Percentile,1,0,0,0,False,1,0
129,252,Magnet School Of Math Science & Design Technology,Public,511 7th Ave,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,Yes,946,96.0,9.8,21.1,470 (49.7%),78 (8.2%),258 (27.3%),83 (8.8%),"$25,221 ",Top 25th Percentile,1,0,0,0,False,1,0
130,255,Ps/Is 78,Public,48-09 Center Blvd,Long Island City,11109,Queens County,New York City Geographic District #30,No,No,No,739,52.0,14.2,23.0,296 (40.1%),32 (4.3%),186 (25.2%),174 (23.5%),"$11,009 ",Top 25th Percentile,1,0,0,0,False,1,0
131,257,Brooklyn Landmark Elementary School,Public,251 Macdougal St,Brooklyn,11233,Kings County,New York City Geographic District #23,No,No,Yes,380,23.0,16.5,75.5,3 (0.8%),285 (75.0%),81 (21.3%),7 (1.8%),"$14,832 ",Top 25th Percentile,1,0,0,0,True,0,1
132,259,Ps/Is 119 Glendale (The),Public,74-01 78th Ave,Glendale,11385,Queens County,New York City Geographic District #24,No,No,Yes,1269,76.0,16.7,73.4,499 (39.3%),25 (2.0%),377 (29.7%),333 (26.2%),"$10,713 ",Top 25th Percentile,1,0,0,0,True,0,1
133,260,Ps 748 Brooklyn School For Global Scholars,Public,1664 Benson Ave,Brooklyn,11214,Kings County,New York City Geographic District #20,No,No,Yes,532,38.0,14.0,73.9,174 (32.7%),5 (0.9%),151 (28.4%),191 (35.9%),"$14,284 ",Top 25th Percentile,1,0,0,0,True,0,1
134,263,Ps 23 Richmondtown,Public,30 Natick St,Staten Island,10306,Richmond County,New York City Geographic District #31,No,No,No,544,43.0,12.6,34.7,398 (73.2%),6 (1.1%),83 (15.3%),46 (8.5%),"$19,249 ",Top 25th Percentile,1,0,0,0,False,1,0
135,267,Ps 173 Fresh Meadows,Public,174-10 67th Ave,Flushing,11365,Queens County,New York City Geographic District #26,No,No,No,965,61.0,15.8,54.6,248 (25.7%),15 (1.6%),109 (11.3%),570 (59.1%),"$12,229 ",Top 25th Percentile,1,0,0,0,False,1,0
136,268,Ps 121,Public,126-10 109th Ave,South Ozone Park,11420,Queens County,New York City Geographic District #28,No,No,Yes,884,58.0,15.2,77.8,16 (1.8%),146 (16.5%),110 (12.4%),385 (43.6%),"$12,909 ",Top 25th Percentile,1,0,0,0,True,0,1
137,269,Harlem Village Academy West Charter School,"Public, Charter, Alternative",244 W 144 St-4th Fl,New York,10030,New York County,Harlem Village Academy West Charter School,Yes,No,Yes,878,76.0,11.5,72.7,9 (1.0%),673 (76.7%),169 (19.2%),2 (0.2%),"$19,726 ",Top 25th Percentile,1,0,0,0,True,0,1
138,271,Ps 204 Vince Lombardi,Public,8101 15th Ave,Brooklyn,11228,Kings County,New York City Geographic District #20,No,No,Yes,1108,69.0,16.0,71.8,293 (26.4%),4 (0.4%),210 (19.0%),592 (53.4%),"$14,615 ",Top 25th Percentile,1,0,0,0,False,1,0
139,272,Ps 2 Alfred Zimberg,Public,75-10 21st Ave,East Elmhurst,11370,Queens County,New York City Geographic District #30,No,No,Yes,566,37.0,15.2,72.3,217 (38.3%),21 (3.7%),203 (35.9%),114 (20.1%),"$15,873 ",Top 25th Percentile,1,0,0,0,True,0,1
140,274,Ps 133,Public,248-05 86th Ave,Bellerose,11426,Queens County,New York City Geographic District #26,No,No,No,583,40.0,14.5,57.1,55 (9.4%),36 (6.2%),98 (16.8%),369 (63.3%),"$15,535 ",Top 25th Percentile,1,0,0,0,False,1,0
141,275,Ps 193 Alfred J Kennedy,Public,152-20 11th Ave,Whitestone,11357,Queens County,New York City Geographic District #25,No,No,No,560,38.0,14.7,33.0,329 (58.8%),5 (0.9%),111 (19.8%),104 (18.6%),"$14,500 ",Top 25th Percentile,1,0,0,0,False,1,0
142,276,Ps 24 Spuyten Duyvil,Public,660 W 236th St,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,No,840,52.0,16.1,26.8,299 (35.6%),61 (7.3%),363 (43.2%),74 (8.8%),"$12,887 ",Top 25th Percentile,1,0,0,0,False,1,0
143,277,Windsor Terrace School (The),Public,1625 11th Ave,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,No,552,31.0,17.8,16.3,364 (65.9%),18 (3.3%),97 (17.6%),38 (6.9%),"$14,015 ",Top 25th Percentile,1,0,0,0,False,1,0
144,278,Ps 26 Rufus King,Public,195-02 69th Ave,Flushing,11365,Queens County,New York City Geographic District #26,No,No,Yes,711,47.0,15.1,65.8,83 (11.7%),66 (9.3%),109 (15.3%),435 (61.2%),"$14,009 ",Top 25th Percentile,1,0,0,0,False,1,0
145,279,Ps 236 Mill Basin,Public,6302 Ave U,Brooklyn,11234,Kings County,New York City Geographic District #22,No,No,No,556,35.0,15.8,45.0,277 (49.8%),109 (19.6%),79 (14.2%),59 (10.6%),"$15,294 ",Top 25th Percentile,1,0,0,0,False,1,0
146,280,Ps 22 Thomas Jefferson,Public,153-33 Sanford Ave,Flushing,11355,Queens County,New York City Geographic District #25,No,No,Yes,918,67.0,13.7,89.1,28 (3.1%),9 (1.0%),286 (31.2%),578 (63.0%),"$15,162 ",Top 25th Percentile,1,0,0,0,True,0,1
147,281,Ps 122 Mamie Fay,Public,21-21 Ditmars Blvd,Astoria,11105,Queens County,New York City Geographic District #30,No,No,No,1362,75.0,18.1,47.6,623 (45.7%),53 (3.9%),262 (19.2%),346 (25.4%),"$10,762 ",Top 25th Percentile,1,0,0,0,False,1,0
148,285,Ps 144 Col Jeromus Remsen,Public,93-02 69th Ave,Forest Hills,11375,Queens County,New York City Geographic District #28,No,No,No,904,52.0,17.3,21.8,345 (38.2%),11 (1.2%),163 (18.0%),311 (34.4%),"$12,853 ",Top 25th Percentile,1,0,0,0,False,1,0
149,287,Ps 333 Manhattan School For Children,Public,154 W 93rd St,New York,10025,New York County,New York City Geographic District # 3,No,No,No,755,43.0,17.5,17.0,441 (58.4%),98 (13.0%),120 (15.9%),45 (6.0%),"$14,649 ",Top 25th Percentile,1,0,0,0,False,1,0
150,292,Ps 162 John Golden,Public,201-02 53rd Ave,Bayside,11361,Queens County,New York City Geographic District #26,No,No,No,665,39.0,17.0,60.6,86 (12.9%),11 (1.7%),76 (11.4%),474 (71.3%),"$13,920 ",Top 25th Percentile,1,0,0,0,False,1,0
151,296,Ps 24 Andrew Jackson,Public,45-57 Union St,Flushing,11355,Queens County,New York City Geographic District #25,No,No,Yes,1048,64.0,16.3,65.8,15 (1.4%),19 (1.8%),114 (10.9%),887 (84.6%),"$14,180 ",Top 25th Percentile,1,0,0,0,False,1,0
152,301,Ps 234,Public,30-15 29th St,Astoria,11102,Queens County,New York City Geographic District #30,No,No,Yes,485,35.0,13.8,78.8,146 (30.1%),32 (6.6%),188 (38.8%),112 (23.1%),"$17,972 ",Top 25th Percentile,1,0,0,0,True,0,1
153,305,Ps 249 Caton (The),Public,18 Marlborough Rd,Brooklyn,11226,Kings County,New York City Geographic District #17,No,No,Yes,876,49.0,17.8,72.0,38 (4.3%),366 (41.8%),399 (45.5%),58 (6.6%),"$14,366 ",Top 25th Percentile,1,0,0,0,False,1,0
154,306,Icahn Charter School 5,"Public, Charter",1500 Pelham Pkwy S,Bronx,10461,Bronx County,Icahn Charter School 5,Yes,No,Yes,319,28.0,11.3,69.6,17 (5.3%),184 (57.7%),100 (31.3%),14 (4.4%),"$16,267 ",Top 25th Percentile,1,0,0,0,False,1,0
155,312,Barbara Esselborn School (The),Public,330 Durant Ave,Staten Island,10308,Richmond County,New York City Geographic District #31,No,No,No,841,53.0,15.9,37.3,573 (68.1%),10 (1.2%),107 (12.7%),132 (15.7%),"$16,843 ",Top 25th Percentile,1,0,0,0,False,1,0
156,314,Ps 69 Vincent D Grippo School,Public,6302 9th Ave,Brooklyn,11220,Kings County,New York City Geographic District #20,No,No,Yes,769,50.0,15.3,96.9,28 (3.6%),2 (0.3%),30 (3.9%),706 (91.8%),"$15,317 ",Top 25th Percentile,1,0,0,0,True,0,1
157,315,Ps 198 Isador E Ida Straus,Public,1700 3rd Ave,New York,10128,New York County,New York City Geographic District # 2,No,No,No,484,35.0,13.8,39.9,202 (41.7%),50 (10.3%),101 (20.9%),107 (22.1%),"$15,026 ",Top 25th Percentile,1,0,0,0,False,1,0
158,316,Ps/Is 113 Anthony J Pranzo,Public,78-23 87th St,Glendale,11385,Queens County,New York City Geographic District #24,No,No,No,888,52.0,17.0,46.6,443 (49.9%),14 (1.6%),368 (41.4%),53 (6.0%),"$13,225 ",Top 25th Percentile,1,0,0,0,False,1,0
159,317,Achievement First Endeavor Charter School,"Public, Charter",510 Waverly Ave,Brooklyn,11238,Kings County,Achievement First Endeavor Charter School,Yes,No,Yes,805,69.0,11.7,67.1,10 (1.2%),668 (83.0%),107 (13.3%),6 (0.7%),"$19,047 ",Top 25th Percentile,1,0,0,0,False,1,0
160,321,Bronx Charter School For Better Learning,"Public, Charter",3740 Baychester Ave Annex,Bronx,10466,Bronx County,Bronx Charter School For Better Learning,Yes,No,Yes,545,49.0,11.1,80.6,10 (1.8%),460 (84.4%),53 (9.7%),7 (1.3%),"$18,671 ",Top 25th Percentile,1,0,0,0,True,0,1
161,322,Ps/Is 187 Hudson Cliffs,Public,349 Cabrini Blvd,New York,10040,New York County,New York City Geographic District # 6,No,No,No,774,51.0,15.1,39.5,300 (38.8%),27 (3.5%),372 (48.1%),38 (4.9%),"$13,022 ",Top 25th Percentile,1,0,0,0,False,1,0
162,324,Ps 213 Carl Ullman School (The),Public,231-02 67th Ave,Bayside,11364,Queens County,New York City Geographic District #26,No,No,No,456,29.0,15.7,55.0,53 (11.6%),32 (7.0%),69 (15.1%),291 (63.8%),"$15,961 ",Top 25th Percentile,1,0,0,0,False,1,0
163,325,Ps 116 Mary Lindley Murray,Public,210 E 33rd St,New York,10016,New York County,New York City Geographic District # 2,No,No,No,502,36.0,13.9,32.3,213 (42.4%),45 (9.0%),97 (19.3%),114 (22.7%),"$15,935 ",Top 25th Percentile,1,0,0,0,False,1,0
164,326,Ps 32 State Street,Public,171-11 35th Ave,Flushing,11358,Queens County,New York City Geographic District #25,No,No,Yes,996,65.0,15.3,64.4,91 (9.1%),7 (0.7%),173 (17.4%),693 (69.6%),"$13,029 ",Top 25th Percentile,1,0,0,0,False,1,0
165,327,Ps 160 William T Sampson,Public,5105 Fort Hamilton Pkwy,Brooklyn,11219,Kings County,New York City Geographic District #20,No,No,Yes,1276,94.0,13.5,82.6,50 (3.9%),5 (0.4%),91 (7.1%),"1,127 (88.3%)","$14,800 ",Top 25th Percentile,1,0,0,0,True,0,1
166,330,Ps 185 Walter Kassenbrock,Public,8601 Ridge Blvd,Brooklyn,11209,Kings County,New York City Geographic District #20,No,No,No,635,42.0,15.1,42.8,429 (67.6%),8 (1.3%),134 (21.1%),45 (7.1%),"$13,798 ",Top 25th Percentile,1,0,0,0,False,1,0
167,334,Ralph A Fabrizio School,Public,619 72nd St,Brooklyn,11209,Kings County,New York City Geographic District #20,No,No,Yes,1018,74.0,13.7,90.4,242 (23.8%),3 (0.3%),171 (16.8%),588 (57.8%),"$14,863 ",Top 25th Percentile,1,0,0,0,True,0,1
168,337,Grand Concourse Academy Charter School,"Public, Charter",625 Bolton Ave,Bronx,10473,Bronx County,Grand Concourse Academy Charter School,Yes,No,Yes,579,44.0,13.1,80.0,11 (1.9%),187 (32.3%),342 (59.1%),20 (3.5%),"$15,477 ",Top 25th Percentile,1,0,0,0,True,0,1
169,339,Ps 2 Meyer London,Public,122 Henry St,New York,10002,New York County,New York City Geographic District # 2,No,No,Yes,476,44.0,10.8,93.1,6 (1.3%),38 (8.0%),69 (14.5%),363 (76.3%),"$21,951 ",Top 25th Percentile,1,0,0,0,True,0,1
170,340,Girls Preparatory Charter School Of The Bronx,"Public, Charter",681 Kelly St-Rm 205,Bronx,10455,Bronx County,Girls Preparatory Charter School Of The Bronx,Yes,No,Yes,726,69.0,10.5,96.8,12 (1.7%),238 (32.8%),455 (62.7%),3 (0.4%),"$19,447 ",Top 25th Percentile,1,0,0,0,True,0,1
171,341,Neighborhood Charter School Of Harlem,"Public, Charter",691 St Nicholas Ave,New York,10030,New York County,Neighborhood Charter School Of Harlem,Yes,No,Yes,585,62.0,9.4,73.2,13 (2.2%),265 (45.3%),287 (49.1%),10 (1.7%),"$26,504 ",Top 25th Percentile,1,0,0,0,True,0,1
172,346,Ps 214 Cadwallader Colden,Public,31-15 140th St,Flushing,11354,Queens County,New York City Geographic District #25,No,No,Yes,447,33.0,13.5,77.0,8 (1.8%),32 (7.2%),107 (23.9%),290 (64.9%),"$16,397 ",Top 25th Percentile,1,0,0,0,True,0,1
173,349,Ps 174 William Sidney Mount,Public,65-10 Dieterle Crescent,Rego Park,11374,Queens County,New York City Geographic District #28,No,No,No,683,41.0,16.8,33.2,213 (31.2%),19 (2.8%),173 (25.3%),241 (35.3%),"$14,170 ",Top 25th Percentile,1,0,0,0,False,1,0
174,350,Ps 129 Patricia Larkin,Public,128-02 7th Ave,College Point,11356,Queens County,New York City Geographic District #25,No,No,Yes,1079,77.0,14.0,75.6,127 (11.8%),17 (1.6%),553 (51.3%),367 (34.0%),"$14,521 ",Top 25th Percentile,1,0,0,0,True,0,1
175,352,Ps 105 Blythebourne (The),Public,1031 59th St,Brooklyn,11219,Kings County,New York City Geographic District #20,No,No,Yes,1424,87.0,16.3,85.0,41 (2.9%),5 (0.4%),67 (4.7%),"1,310 (92.0%)","$13,022 ",Top 25th Percentile,1,0,0,0,True,0,1
176,353,KIPP Academy Charter School,"Public, Charter, Alternative",250 E 156th St-4th Fl,Bronx,10451,Bronx County,KIPP Academy Charter School,Yes,No,Yes,1061,83.0,12.7,86.9,7 (0.7%),445 (41.9%),594 (56.0%),1 (0.1%),"$29,148 ",Top 25th Percentile,1,0,0,0,True,0,1
177,356,Leadership Preparatory Bedford Stuyvesant Charter School,"Public, Charter, Alternative",141 Macon St-1st Fl,Brooklyn,11216,Kings County,Leadership Preparatory Bedford Stuyvesant Charter School,Yes,No,Yes,1154,96.0,12.0,81.9,15 (1.3%),926 (80.2%),141 (12.2%),6 (0.5%),"$14,896 ",Top 25th Percentile,1,0,0,0,True,0,1
